type,node_id,parent_id,planet_id,depth,size,x,y,z,r,g,b,image_id
image,,5_node_668,5,3,1,8.456230163574219,5.646130084991455,4.296177864074707,,,,Image_4240.jpg
image,,5_node_668,5,3,1,8.561261177062988,5.593399524688721,4.2396650314331055,,,,Image_6334.jpg
image,,5_node_668,5,3,1,8.70289421081543,5.615499973297119,4.251260280609131,,,,Image_627.jpg
image,,5_node_668,5,3,1,8.865097999572754,5.953736305236816,4.335606098175049,,,,Image_6400.jpg
image,,5_node_668,5,3,1,8.746867179870605,5.850982666015625,4.276123046875,,,,Image_1675.jpg
image,,5_node_668,5,3,1,8.719943046569824,5.618945121765137,4.266443252563477,,,,Image_6331.jpg
image,,5_node_668,5,3,1,8.770177841186523,5.877409934997559,4.296074867248535,,,,Image_631.jpg
image,,5_node_668,5,3,1,8.533758163452148,5.6229329109191895,4.258004188537598,,,,Image_3811.jpg
image,,5_node_668,5,3,1,8.632320404052734,5.646770000457764,4.219630241394043,,,,Image_4080.jpg
image,,5_node_668,5,3,1,8.741829872131348,5.758641719818115,4.227898120880127,,,,Image_6119.jpg
image,,5_node_668,5,3,1,8.59220027923584,5.667689800262451,4.268899440765381,,,,Image_2597.jpg
image,,5_node_668,5,3,1,8.607662200927734,5.688438892364502,4.2386155128479,,,,Image_4778.jpg
image,,5_node_668,5,3,1,8.784344673156738,5.714650630950928,4.3258466720581055,,,,Image_954.jpg
image,,5_node_668,5,3,1,8.7013578414917,5.813019752502441,4.237313270568848,,,,Image_4054.jpg
image,,5_node_668,5,3,1,8.769997596740723,5.839022159576416,4.264086723327637,,,,Image_3372.jpg
